Column 1,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_re,Positive Sentiment Sum,Negative Sentiment Sum,Positive Sentiment Mean,Negative Sentiment Mean,Overall Sentiment
8040,596e8406-8836-45fa-af35-781b4cbac507,Stephen Diriba,https://play-lh.googleusercontent.com/a/AItbvmnAezCTQCNWBEGRL3YUqbsW8wwoRM7e8bM7sG5p=mo,An app that 24 years old and fun.,5,0,8.20.0 build 12 40171,8/23/22 18:11,,,an app that 24 years old and fun,0,0,0,0,0
8041,4dd0f9ec-278d-4dd6-919f-a81c31176f7f,MAELSTROM,https://play-lh.googleusercontent.com/a-/AFdZucphjzKRip_qmZml93PAhWgJi7HUKr3mE6m_0cHsjw,"Remember when this app was a free public service now it is more expensive than even HBO max. Way to expensive for a streaming app. You are not cable, or direct tv",1,0,8.35.0 build 19 50257,8/23/22 18:10,,,remember when this app was a free public service now it is more expensive than even hbo max way to expensive for a streaming app you are not cable or direct tv,0,0,0,0,0
8042,262c4b2f-81eb-4f01-8cae-8e65d3181ae8,Russell Stanton,https://play-lh.googleusercontent.com/a/AItbvmlChxh-Lc5DxTvax3IK_aHl6IaMoxYaWSJuTCvP=mo,Netflix help is USELESS.,1,0,,8/23/22 18:00,,,netflix help is useless,0,-75,0,-75,-75
8043,3f4497ef-fe3a-40f4-8021-ff57c3650030,caratsnotcarrot,https://play-lh.googleusercontent.com/a-/AFdZucquivACco0qccrGxzEs7E-0_wgE1QVUXVEkYEPYIQ,"easy to use , so many movies to watch and fun !",5,2,8.31.1 build 14 50243,8/23/22 17:59,,,easy to use so many movies to watch and fun,60,0,60,0,60
8044,043f1ded-b46f-41e2-8ca5-7b2a83e22068,Rusty Giers,https://play-lh.googleusercontent.com/a/AItbvmkyWSN1IGrv1cmpN5zX7IFigkoEfcc_ARtk4ygL=mo,Grate Pop,5,0,8.35.0 build 19 50257,8/23/22 17:54,,,grate pop,0,0,0,0,0
8045,387ab511-fa72-4bf0-b684-47fad52d2fcd,Zach Webb,https://play-lh.googleusercontent.com/a/AItbvmmQsZsap5H4Jv8iM9X4dfyJcmNXLu_CnxFTt6E1=mo,Netflix is a MASTER PIECE,5,0,8.27.0 build 5 40228,8/23/22 17:54,,,netflix is a master piece,0,0,0,0,0
8046,3653b2ac-4940-4ff0-8550-359774a48926,Zyaire Hhdhd,https://play-lh.googleusercontent.com/a/AItbvmn8Qkt-I_NOgJ1aNuLIaUnyMu1CAQeAJs4siqM1=mo,This is the best app ever like I can watch my favorite shows tysm for this app 😊,5,0,8.31.0 build 11 50240,8/23/22 17:38,,,this is the best app ever like i can watch my favorite shows tysm for this app,90,0,90,0,90
8047,957c50d5-a239-451e-a1a7-6f97a1cb6734,Leroy Lamb,https://play-lh.googleusercontent.com/a/AItbvmlvuDQXscpw7iPV8TByf7-mlDmFWVO_p_1rCORP=mo,Guest,4,0,7.67.2 build 33 35022,8/23/22 17:17,,,guest,0,0,0,0,0
8048,61bb6fa0-9eec-4c3c-bbb0-b2d9914682dc,Gadimsa Ethan,https://play-lh.googleusercontent.com/a/AItbvmk0g-5oyLY8PCDnLCwKI-JsSEV4szWl-nlIfv-D=mo,It's great,5,0,,8/23/22 17:16,,,it's great,80,0,80,0,80
8049,4b07f4d7-d896-47bb-a7e0-e99902b37e21,Immanuel Prince Mathew,https://play-lh.googleusercontent.com/a/AItbvmnyKHUUMn6WWWqHxDbtyE4JANux6502yiVVv9E9=mo,It's been wonderful am enjoying myself,3,0,8.30.0 build 5 40236,8/23/22 17:13,,,it's been wonderful am enjoying myself,90,0,90,0,90
8050,bb0db552-2510-41b3-bc81-03095c5db4fa,rahul harjai,https://play-lh.googleusercontent.com/a-/AFdZucpBuZ2jy7OYLGsfswp9f5LaiJKr91hd0lJFAeYB,"Growing up with the same, let me watch more, let us be productive. Surprised I am!",5,0,,8/23/22 17:11,,,growing up with the same let me watch more let us be productive surprised i am,0,0,0,0,0
8051,02ee4ad2-6368-40cf-97aa-3facd1260eaf,Piano Heart,https://play-lh.googleusercontent.com/a-/AFdZucoFYXlxPbZDQpxLLGZuQyMq2cLjNB8WrfQLiRiGiw,I love netflix 🥰 but one problem is not the fonts. sometimes they're unreadable! please put a black shadow,4,0,8.35.0 build 19 50257,8/23/22 17:10,,,i love netflix but one problem is not the fonts sometimes they're unreadable please put a black shadow,70,-60,70,-60,5
8052,3c24b628-20aa-4da9-997d-7b6b856904b4,Selvin Richardson,https://play-lh.googleusercontent.com/a-/AFdZucpIs4cCWnefhY0PBHb496DPYn1dyHEBSrDdRw3Awg,Great app,5,0,8.30.0 build 5 40236,8/23/22 17:10,,,great app,80,0,80,0,80
8053,5580038d-f2fe-40e0-b707-7eef4dfda4a4,muthu pandy,https://play-lh.googleusercontent.com/a-/AFdZucoMrUvBjWSp-a4sZvmLaxeZKhQ5YZZopleAcAPXSw,Good,5,0,8.26.0 build 11 40221,8/23/22 17:08,,,good,60,0,60,0,60
8054,ec586a3d-28e7-4016-841d-9080304fd451,Zlatan Mcgregor,https://play-lh.googleusercontent.com/a-/AFdZucoqz2do5xg7wjqvgfSoulzl7jo4yUVrkaZeoZnY,I would prefer if we could be censored the f word and all so I can watch with my kids in peace. Make an option button.,1,0,8.30.0 build 5 40236,8/23/22 16:57,,,i would prefer if we could be censored the f word and all so i can watch with my kids in peace make an option button,0,0,0,0,0
8055,d70a32e9-e475-497a-bbcd-9ad76e5d3656,XD spams L2,https://play-lh.googleusercontent.com/a-/AFdZucoJqI4gnlHjcgvR9y37DagoJDV1HYVEDpy4uzKICg,You'st to be alot of movies but we finished almost all of the good movie but we watch kids movies like sea beat so it was OG bye and thank u for listening to my report of Netflix so its not good not bad so I rate 3 stares bye.,3,1,8.35.0 build 19 50257,8/23/22 16:56,,,you'st to be alot of movies but we finished almost all of the good movie but we watch kids movies like sea beat so it was og bye and thank u for listening to my report of netflix so its not good not bad so i rate 3 stares bye,60,-120,60,-60,-20
8056,a1ca37c3-ac12-4ac7-9b1b-bb617aac173a,aiman jais,https://play-lh.googleusercontent.com/a/AItbvmlZ9ODNQdwDrAaJDO2HO8WFjH9zZ6klUHkUL3Ry=mo,"Netflix, y'all better step up ur game, fee's too high, movie's getting boring. Y'all gonna lost a lot subscribers i'm telling you.",1,0,8.34.0 build 4 50250,8/23/22 16:56,,,netflix y'all better step up ur game fee's too high movie's getting boring y'all gonna lost a lot subscribers i'm telling you,60,0,60,0,60
8057,9cf6ff90-d036-4fe3-b36c-18800d0ad948,Joey Adair,https://play-lh.googleusercontent.com/a/AItbvmlOFYL7Ucl3_GAkAgqVa_6iAqxuT7UVhU_AFN0m=mo,Update your selection once in a while dang,2,0,8.35.0 build 19 50257,8/23/22 16:51,,,update your selection once in a while dang,0,0,0,0,0
8058,2015ed40-a5c8-4683-ad1e-fb067d1a1884,Naphtali Ayuba,https://play-lh.googleusercontent.com/a/AItbvmmuoHw5G0aUum1qXj5reWrBh2tzwrMPZQCrz94M=mo,"Simply put,just perfect .",5,0,8.30.0 build 5 40236,8/23/22 16:39,,,simply put just perfect,90,0,90,0,90
8059,ba0261f0-6f3d-46db-8aed-592b43a7dca9,James Tindle,https://play-lh.googleusercontent.com/a-/AFdZucqYC9QeL5JmdlQUQRtfuRjWhUlkp_R2j-XJU_HvYg,I love how you can download on mobile saved me from bad Internet,5,0,8.30.0 build 5 40236,8/23/22 16:39,,,i love how you can download on mobile saved me from bad internet,70,-60,70,-60,5
8060,b033d877-55a4-4727-a5bc-0532fdb6efa1,Kahmayah Peniston,https://play-lh.googleusercontent.com/a/AItbvmlD296pUm1lvC4krq7RgL07rbvioo49LkmohcI2=mo,Best movie app,5,0,8.34.0 build 4 50250,8/23/22 16:37,,,best movie app,90,0,90,0,90
8061,6541b03e-af3c-4f41-bd00-6e4f3ed995e3,mayella olvera,https://play-lh.googleusercontent.com/a-/AFdZucqtxzVeemX8EvtEcWPUYx1QfYbt8g6P4fblkWbkjA,love it soooooo much,5,0,8.30.0 build 5 40236,8/23/22 16:36,,,love it soooooo much,70,0,70,0,70
8062,2e1efb01-6e2a-43c8-a4f8-dcb5fe848c09,Shawn Billiot,https://play-lh.googleusercontent.com/a/AItbvmmmv-d_DY69Zgy0z87qSejk98HzoCrZTEmaKw4w=mo,"Almost every show you get into ends after a season or two because they're under 200m off it. What a quack app quit making stuff to cancel it. Strongly advise before watching that you check how many seasons, then go to Google and see why it ended in the middle",2,0,8.34.0 build 4 50250,8/23/22 16:31,,,almost every show you get into ends after a season or two because they're under 200m off it what a quack app quit making stuff to cancel it strongly advise before watching that you check how many seasons then go to google and see why it ended in the middle,0,0,0,0,0
8063,57b84154-6bbd-4d69-9130-30575a71ffca,Michael Hudson,https://play-lh.googleusercontent.com/a/AItbvmlaxSo7ZJWvqok9e1U0ge2zpnFyV2RVEb4CdB48Og=mo,"Incredibly Dark and tried every fix online. I love Netflix and it's shows but the entire reason I got it is to watch it on my super long work trips. I'll use Stranger things as an example- anytime someone gets into the upside down, it's completely dark and you can only make out things when the lightning strikes. I have a S22 Ultra and it overrides my brightness settings and even when adjusting it in the app, it does nothing. Terrible experience for $22/mo. Not worth it unless its fixed, please.",1,215,8.35.0 build 19 50257,8/23/22 16:19,,,incredibly dark and tried every fix online i love netflix and it's shows but the entire reason i got it is to watch it on my super long work trips i'll use stranger things as an example- anytime someone gets into the upside down it's completely dark and you can only make out things when the lightning strikes i have a s22 ultra and it overrides my brightness settings and even when adjusting it in the app it does nothing terrible experience for 22 mo not worth it unless its fixed please,70,-90,70,-90,-10
8064,08633880-7daa-4b5b-814c-8a67fdf1690e,Yahaira bermejo,https://play-lh.googleusercontent.com/a/AItbvmmgkMqdDYJXtkW55SQgsScfUt5feKj8QjF0W4p4=mo,I love netflix because I love señora de aceso.,5,0,,8/23/22 16:17,,,i love netflix because i love se ora de aceso,140,0,70,0,70
8065,5812682d-e6f7-45f4-9eba-8ad83dfe6739,Bruce Chapman,https://play-lh.googleusercontent.com/a/AItbvmkm3Ewz55zyFbZYAPM0qxOGaCi8LNsQSIq9wg8L=mo,Best movie app,5,0,8.35.0 build 19 50257,8/23/22 16:17,,,best movie app,90,0,90,0,90
8066,5a49e885-07f8-4994-844d-9c8e7ca6b366,sri hari,https://play-lh.googleusercontent.com/a-/AFdZucohu6gvCnnVASakztjy1-cuSWIWKi5QjYJ0A3Rwlg,For god sake will u guys pls work on that issue. The screen goes off and I can only hear the audio. So many people have already written this still there is no update on that. Guys force work on that issue and make it clear.,2,0,8.35.0 build 19 50257,8/23/22 16:15,,,for god sake will u guys pls work on that issue the screen goes off and i can only hear the audio so many people have already written this still there is no update on that guys force work on that issue and make it clear,0,0,0,0,0
8067,cb34c85b-46a6-45e2-94da-97a1882d91f6,Ahmed Alblooshi,https://play-lh.googleusercontent.com/a-/AFdZucoJfx-Dds29PLwYlsP4FKCxONp-DmrI06nKCr_h,❤️,5,0,8.34.0 build 4 50250,8/23/22 16:07,,,,0,0,0,0,0
8068,ad8f3efc-7abf-44dc-96b3-ab47aeadd7fc,Cayleigh Toussaint,https://play-lh.googleusercontent.com/a-/AFdZucry5dDjupdJ4BTu2k5PeyOy_qXeQw0xsnBkixah,It is the best app ever 😘😊😁,5,0,7.120.3 build 29 35592,8/23/22 16:05,,,it is the best app ever,90,0,90,0,90
8069,e3eac115-e2e5-4bf4-b466-50498418fb3b,Ifeoluwa Bryan,https://play-lh.googleusercontent.com/a/AItbvmlf31NEA58-m0gXgfEFSvfIoRAR-cpuRjm6hoA4=mo,Hmmm needs more films,4,0,8.30.0 build 5 40236,8/23/22 16:05,,,hmmm needs more films,0,0,0,0,0
8070,c7ee0d7d-d5e9-4a85-b65b-b416ec0d562c,Albert Rodriguez,https://play-lh.googleusercontent.com/a/AItbvmkzy1G7o7SQQjwf0oUGp6E6fon275sfzaEcrZyg=mo,The best,5,0,8.30.0 build 5 40236,8/23/22 15:58,,,the best,90,0,90,0,90
8071,97dd7ce3-1b4d-4b83-8e08-c288cbe2d302,okolo wilma,https://play-lh.googleusercontent.com/a-/AFdZucoDdbVmQE1Uk16EtNZ80M1N2j-dlWfvz2gu0l8D,Extraordinarily awesome 👍😊,5,0,8.26.0 build 11 40221,8/23/22 15:48,,,extraordinarily awesome,100,0,100,0,100
8072,abb4198c-9756-4930-98ea-e8ba1f2a803e,Makayla Adams,https://play-lh.googleusercontent.com/a/AItbvmlIssz7J9uP74dg234-u7qUNcHDzv8VQsVXZP9r=mo,I love all the shows and movies I watch I watch them like ten times each,5,0,8.30.0 build 5 40236,8/23/22 15:46,,,i love all the shows and movies i watch i watch them like ten times each,70,0,70,0,70
8073,7ca701b3-77b8-45a6-b7e4-c9b6143a8164,Valini Rattan,https://play-lh.googleusercontent.com/a-/AFdZucrDdeSo7K9i4rNrzLZe4a9fzqplMmy8AY-qBG7zdvo,Awesome,5,0,8.35.0 build 19 50257,8/23/22 15:44,,,awesome,90,0,90,0,90
8074,544009c8-96ac-4be8-bd41-28d4ab137d1d,Precious Anika Reuyan,https://play-lh.googleusercontent.com/a-/AFdZucpe3eCmOotXznwqTiQkIABHmb-oUKBKT8gf5GAL,Really good,5,0,,8/23/22 15:37,,,really good,84,0,84,0,84
8075,d41b0a5e-b964-4292-bb10-a28a0eca565c,Darian Youmans,https://play-lh.googleusercontent.com/a-/AFdZucrvfKthDx609aWQV-jPvED89mP4gaF9lEAVpY3Zbg,I can always find something to watch at anytime I love my Netflix!,5,0,8.35.0 build 19 50257,8/23/22 15:35,,,i can always find something to watch at anytime i love my netflix,70,0,70,0,70
8076,3f750daf-01ad-4cb1-8aee-6801b974facd,Shelia and kjjg get Channel markers y Valeriusnbvn,https://play-lh.googleusercontent.com/a/AItbvmnqSWju1FvaG2c-rmu9LZe2VEh0RbjRtfKJiPPo=mo,Love Netflix,5,0,8.19.0 build 4 40164,8/23/22 15:31,,,love netflix,70,0,70,0,70
8077,7f3a7921-db14-4f83-a4b7-d7a40fc0dcf5,Macayla Fick,https://play-lh.googleusercontent.com/a/AItbvmmJYCWCHjDACmU5cvsdAV39o4aehkOsG8XNCjkM=mo,Awesome! I get to watch my favorite movies on here,5,0,8.35.0 build 19 50257,8/23/22 15:28,,,awesome i get to watch my favorite movies on here,90,0,90,0,90
8078,3282d785-588a-45b9-a809-b06e092dea7a,Branda Gatz,https://play-lh.googleusercontent.com/a-/AFdZucr2DQSy7T4A9ZavH-WKhVUSnVsMpyzqXo6WYS38j4k,Very easy to use. Lots of movie and shows to choose from.,5,0,8.35.0 build 19 50257,8/23/22 15:26,,,very easy to use lots of movie and shows to choose from,96,0,96,0,96
8079,33bc41c6-e185-478d-8605-1caaf2cd580b,Lupita Almanza,https://play-lh.googleusercontent.com/a-/AFdZucpq2vYzDCoUoikqWUvSHhcgAEHXiB9rPXZSM-Uj,I have no words to describe my joy having Netflix cause I love to watch episode movies from Japan. I love episodes movies from Japan specially the ones are translated in Ingles. They have very good meaning 👏,5,0,8.30.0 build 5 40236,8/23/22 15:25,,,i have no words to describe my joy having netflix cause i love to watch episode movies from japan i love episodes movies from japan specially the ones are translated in ingles they have very good meaning,236,0,78.66666667,0,78.66666667
8080,dce8ad58-4aa2-400e-930e-565677396910,alex smith,https://play-lh.googleusercontent.com/a/AItbvmmwye8Pn7q2VPNM2tWz_m1u4kdjDenuZFMM-oY1=mo,Noice👌,5,0,8.26.0 build 11 40221,8/23/22 15:21,,,noice,0,0,0,0,0
8081,cf16c264-bf8d-4d25-b807-a8b4436c8eef,Jaydee B,https://play-lh.googleusercontent.com/a-/AFdZucp1LueV7-ktDsQoQhaLi2ZCiWBgYAT37pJ62C-l4w,Very good app with lots to watch.,5,0,8.34.0 build 4 50250,8/23/22 15:20,,,very good app with lots to watch,96,0,96,0,96
8082,968d6d64-251f-4aa2-a300-112702f53188,gbemisola Dasilva,https://play-lh.googleusercontent.com/a/AItbvmmCUaSUkoHxor5ld8pizqcvcbBxFYeCNuFLg7gV=mo,Poor layout,1,0,8.34.0 build 4 50250,8/23/22 15:20,,,poor layout,0,-50,0,-50,-50
8083,651e044d-8084-45ee-8c1d-07ac286b08d8,Racheal Wambui,https://play-lh.googleusercontent.com/a/AItbvmmJq673xi07dU9B0CLTluDkefw6OhpHkQtAS0c=mo,Good one to activate your moods,5,0,8.35.0 build 19 50257,8/23/22 15:18,,,good one to activate your moods,60,0,60,0,60
8084,ef962a78-1efa-4a2f-81e3-624d77086307,Morolayo Dada,https://play-lh.googleusercontent.com/a/AItbvmkBBE1KLf39l3BWMNrN7fOHPAIPHaMVTmSXQOKh=mo,The app will just sometimes stop opening and even if I uninstall it and install it back it's stilll not opening,1,0,,8/23/22 15:15,,,the app will just sometimes stop opening and even if i uninstall it and install it back it's stilll not opening,0,0,0,0,0
8085,ce0d78f9-8f04-4310-a558-4875c38b4b78,Sayed Madar,https://play-lh.googleusercontent.com/a-/AFdZucr8vvZHdfoeDcjx3fgosU-9Go2iIJcaF3c80DaS,Ek number 🔥🔥,5,0,,8/23/22 15:12,,,ek number,0,0,0,0,0
8086,091be9a1-a332-4635-afff-aecdbdcaebb5,Jet “The Jet”,https://play-lh.googleusercontent.com/a-/AFdZucrCRu6p6EAK4j9mMbS3ufQF7s28xUNwox5cOnVESg,"Good experience even while on the road, it save us one time coming over the boarder as there was a 4 hr wait",5,0,8.30.0 build 5 40236,8/23/22 15:07,,,good experience even while on the road it save us one time coming over the boarder as there was a 4 hr wait,60,0,60,0,60
8087,6c505720-0596-4b6b-91c7-b532763d2574,Kimberly Howard,https://play-lh.googleusercontent.com/a/AItbvmnlHn8FTx07vdlaCVGc46D7nQ8Hw5abZBdQ6ODx=mo,Great app great movies love love love it ❤️,5,0,8.27.0 build 5 40228,8/23/22 15:07,,,great app great movies love love love it,370,0,74,0,74
8088,faaedb0e-750e-421b-b05a-f8cce356b5cd,Alexander Cubides,https://play-lh.googleusercontent.com/a/AItbvmlqf-5EJEzao5k07FwURhncbSEma7sgm8kW4JDO=mo,"Excelente, divertido y entretenido 😁😁😁",5,0,8.30.0 build 5 40236,8/23/22 15:02,,,excelente divertido y entretenido,0,0,0,0,0
8089,0dcee25e-b0f4-4e4e-9499-914b70b5e5fb,Cassie Williams,https://play-lh.googleusercontent.com/a/AItbvmmLEIaAHoBOY6kW69S4P5SFTO5vZbn0qkXVZ6I0=mo,Nice,5,0,,8/23/22 14:56,,,nice,25,0,25,0,25
8090,199ff635-46cc-4842-9a56-cc8c83bc1fc9,Bernard Faleye,https://play-lh.googleusercontent.com/a/AItbvmnKX3TgwXXZUIllIOUbyzX7PTxyd5wWVyEit0zq=mo,Good,5,0,8.31.1 build 14 50243,8/23/22 14:55,,,good,60,0,60,0,60
8091,a72a2bff-d24b-4758-9bd2-928f15f66af1,One Plus,https://play-lh.googleusercontent.com/a-/AFdZucoF6yE1PrxPEm9gEABGxxu1cWVwCU4xgmQsaaOvgw,"Absolutely amazing, informative and full with intertainment . Simply we love it and that's end 🥰💐🙏",5,0,8.35.0 build 19 50257,8/23/22 14:55,,,absolutely amazing informative and full with intertainment simply we love it and that's end,170,0,85,0,85
8092,ab2ee9ca-9690-428f-aa7c-4f9779cb83f1,Mhn 72,https://play-lh.googleusercontent.com/a-/AFdZucriFXgDON4h-epLeJilciieH4H-A9LFnTm_HeU0,An,2,0,8.34.0 build 4 50250,8/23/22 14:54,,,an,0,0,0,0,0
8093,8f5086bb-f1a7-45f4-a9b3-f36b4e7cf789,Hilary Ntumy,https://play-lh.googleusercontent.com/a-/AFdZuco4gf_iCdPlZK7LycrqUvsiAdDmbQBAd1Zkkkhw2YU,Great app,5,0,8.34.0 build 4 50250,8/23/22 14:52,,,great app,80,0,80,0,80
8094,134cd35d-306f-402b-906b-274840f23bee,adejoke adekolujo,https://play-lh.googleusercontent.com/a/AItbvmmUT5y7O7vvPCh_jkxm3kGR0jkDcLRi9_BHaDaH=mo,A very lovely app but even when I don't use the app it still uses my money and draws it from my account,2,0,8.35.0 build 19 50257,8/23/22 14:49,,,a very lovely app but even when i don't use the app it still uses my money and draws it from my account,0,0,0,0,0
8095,f6c98253-44da-44ee-9d8a-b38fca7c565c,Chigozirim Favour,https://play-lh.googleusercontent.com/a-/AFdZucodxm8aNTFro4BWwHfx9S7lyEtF4nwv-WdM_s-r,Not bad,3,0,8.30.0 build 5 40236,8/23/22 14:48,,,not bad,60,0,60,0,60
8096,51bf480b-e605-4d86-bb72-78aa1d5c80ae,Banana Bandana,https://play-lh.googleusercontent.com/a-/AFdZuco9pXQMO4UU4H68TvFkLa2-U62d3ktlqiB3HpGfGg,Eh pretty good.,5,0,8.34.0 build 4 50250,8/23/22 14:44,,,eh pretty good,54,0,54,0,54
8097,88b7ea9c-ebf0-44b7-8ef2-f382cc5beedd,Orval Reed,https://play-lh.googleusercontent.com/a/AItbvmkAfy0rsb66BpJl950DkNv3_ie1YSgZifpEL1ml=mo,Love,5,0,8.35.0 build 19 50257,8/23/22 14:40,,,love,70,0,70,0,70
8098,61e6b71a-1801-45db-b572-2cdfcf807001,Jacqueline Hanson,https://play-lh.googleusercontent.com/a-/AFdZucq5MVVuLlvWhO7YW5Wx5PU-e3BoMSnKoYbbCMi-HsI,Good. Exciting agreeable.,5,0,7.84.1 build 28 35243,8/23/22 14:37,,,good exciting agreeable,175,0,58.33333333,0,58.33333333
8099,9ce5d2d3-93ba-48ed-91de-4eed4cf4e063,Diane “Rossy” Macfarlane,https://play-lh.googleusercontent.com/a-/AFdZucrFuxgNF9T1bQ3ftaHRRdVo1ix1J1k1fRg4UoXxAZ4,Good. App when it works,5,0,8.26.0 build 11 40221,8/23/22 14:34,,,good app when it works,60,0,60,0,60
8100,22cb128b-113e-4f87-b923-7e8aa0ce99ec,Malika Zentout,https://play-lh.googleusercontent.com/a/AItbvmlZ7W-N1nrqOVuk5eA42PB5UJjek1mAPOfWH4mF=mo,I like it,5,0,,8/23/22 14:30,,,i like it,0,0,0,0,0
8101,73e91103-8e95-4b27-9546-00092ca02dad,JayHawke84,https://play-lh.googleusercontent.com/a/AItbvmlWAMWdxMBALnGkycA4JoiYZDWhYKYt9YVyAfgA=mo,8y⁷8ncfu you 8x8 d,1,0,8.35.0 build 19 50257,8/23/22 14:29,,,8y 8ncfu you 8x8 d,0,0,0,0,0
8102,3d49f73d-114c-43ab-a4eb-bac9cc6f2404,Saw Lay,https://play-lh.googleusercontent.com/a/AItbvmn7v_f67y1NxCnJV7i92JW7ED5VaVBAw0cKBe7m=mo,They have lotssss of movie,5,0,8.35.0 build 19 50257,8/23/22 14:25,,,they have lotssss of movie,0,0,0,0,0
8103,e891b148-444a-4e4a-bfdb-df8c09c10201,jarne delarue,https://play-lh.googleusercontent.com/a-/AFdZucr7MoM6qvu-WC7MfOUdSs_VGbM-PCbckVnMDWNtUQ,"1. Can't uninstall 2. Naruto is only in french, Live in flanders, makes no sense",1,0,8.10.0 build 11 40089,8/23/22 14:23,,,1 can't uninstall 2 naruto is only in french live in flanders makes no sense,0,0,0,0,0
8104,db24ab33-9956-45c1-bfdb-454ff6bc87ba,alesia Turrentine,https://play-lh.googleusercontent.com/a/AItbvmmvvAnQbDH8efsWvqApGAGWNaV6LoLwA4Z49Dqz=mo,Freely moving through & it's easy to comprehend!!!,5,0,8.34.0 build 4 50250,8/23/22 14:22,,,freely moving through it's easy to comprehend,60,0,60,0,60
8105,798541ec-8d7e-4ca8-9965-4d4f6e5bfda4,Maria Ortiz,https://play-lh.googleusercontent.com/a-/AFdZucoP4WLhW0tKiI3O5-Cj6YT5qBK0nEEyywPQVo6Sbg,good,5,0,8.30.0 build 5 40236,8/23/22 14:20,,,good,60,0,60,0,60
8106,d4eab727-caae-4ecf-a11a-5a8c238b422e,Salah Nour,https://play-lh.googleusercontent.com/a-/AFdZuconkWuXAS4y5dA10Iyv25c58nhmqbxm2zVfknFp8g,Stop forcing the gay culture on us,1,0,8.8.0 build 9 40070,8/23/22 14:11,,,stop forcing the gay culture on us,0,0,0,0,0
8107,9c238eeb-82b6-4d15-b7af-5ce63d6985e9,liam munday,https://play-lh.googleusercontent.com/a/AItbvmlKDdtX-Or1Lyzaxakf_P7-zrPtuelHJNOpc0hc=mo,love it,5,0,8.26.0 build 11 40221,8/23/22 14:10,,,love it,70,0,70,0,70
8108,b4ef2f23-755f-461f-aa44-01efb9198171,Tina Ramsey,https://play-lh.googleusercontent.com/a-/AFdZucrm3B8bwvSDimtjB_G6w8cKhLTE-qrQzvx2XhCx,It's everything and more!,5,0,8.26.0 build 11 40221,8/23/22 14:09,,,it's everything and more,0,0,0,0,0
8109,353164e1-6928-47ea-962c-2163b946e7eb,Nicholas Wagemann,https://play-lh.googleusercontent.com/a/AItbvmlbBKniFZD7YaQlXKdfdu9TGjdSfdk8_cLe6-2c=mo,Good all around app never have no problems logging in I love the variety of movies and shows,5,0,8.34.0 build 4 50250,8/23/22 14:02,,,good all around app never have no problems logging in i love the variety of movies and shows,130,-60,65,-60,23.33333333
8110,a93cefd7-94bb-42b4-9063-60a355519fe3,Alisha Sheets,https://play-lh.googleusercontent.com/a/AItbvmkqa02KI3SljsppC2n_p0rQ0F4813WZWuyES4Eq=mo,Is amazing 👏,5,0,8.34.0 build 4 50250,8/23/22 13:59,,,is amazing,90,0,90,0,90
8111,aa7fe334-f00d-4886-9474-8f696816caad,Jason Tucker,https://play-lh.googleusercontent.com/a/AItbvmn_B0brq24irufCRF1ExV3lOmePpO3UUkTLDM1s=mo,"Don't think for a second your info is safe. Don't use email for login, that's the weak link for hackers, thay get your email and hack your password, no matter what you choose. Netflix, if you get around this let me know and I'll be back in a hot second.",1,0,5.16.1 build 26734,8/23/22 13:56,,,don't think for a second your info is safe don't use email for login that's the weak link for hackers thay get your email and hack your password no matter what you choose netflix if you get around this let me know and i'll be back in a hot second,0,0,0,0,0
8112,b89dab0c-34b1-4281-a290-5481375ae512,asher playz tricky the clown,https://play-lh.googleusercontent.com/a-/AFdZucrWF4b04EESqFcgj43oRqR3JBtCmOf4pLXt_KDINQ,Awesome,5,0,8.34.0 build 4 50250,8/23/22 13:53,,,awesome,90,0,90,0,90
8113,5be95c47-672c-4091-a377-0d6521527cf9,winfred mwia,https://play-lh.googleusercontent.com/a/AItbvmnsviJiuLOe1QjAIYfA11I_yowWYaH70nhQqphy=mo,Worst app ever. It's not working on my phone.,1,0,8.34.0 build 4 50250,8/23/22 13:50,,,worst app ever it's not working on my phone,0,-110,0,-55,-55
8114,0c0d2101-9dda-4a3c-a112-7a6c64612ca8,maria rahi,https://play-lh.googleusercontent.com/a/AItbvml31gQrTwR3kmr2kT6uYMAknMdCgzly2EnqInHI=mo,Movies are behind the times,2,0,8.34.0 build 4 50250,8/23/22 13:48,,,movies are behind the times,0,0,0,0,0
8115,b3aad075-df26-4225-8916-8692f68e2367,Michelle Lea,https://play-lh.googleusercontent.com/a/AItbvmnPpIBWf_4VVKR1YrnxPHgTb2NAJ3mSRqmXqp57=mo,Price is going up too fast...,5,0,8.30.0 build 5 40236,8/23/22 13:40,,,price is going up too fast,0,0,0,0,0
8116,d6b2e0fe-781d-47a0-9ee6-42c6b0f16f60,Prosper Opara,https://play-lh.googleusercontent.com/a/AItbvmkhVhoVeUhrRhsLg0emn0clPveqB8QdKSGfAMOw=mo,Good one 👍,4,0,8.22.1 build 22 40193,8/23/22 13:39,,,good one,60,0,60,0,60
8117,9d378de6-f4f7-42b7-9245-7ddebd2edbd2,Soma Bahrain,https://play-lh.googleusercontent.com/a/AItbvmlr66nD6Wh3DqsCU0dr-8kqV_4dYHJ7bcY5U6bv=mo,Coollllll,5,0,8.35.0 build 19 50257,8/23/22 13:37,,,coollllll,0,0,0,0,0
